date,weekend,rain,snowdpth,snow,trips,pmt
2015-09-16,0,0,0,0,"	400422",2000094
2015-09-17,0,0,0,0,"	410906",2109179
2015-09-18,0,0,0,0,"	428136",2209519
2015-09-19,1,0,0,0,"	442537",2270455
2015-09-20,1,0,0,0,"	393043",2248348
2015-09-21,0,0,0,0,"	359062",1885911
2015-09-22,0,0,0,0,"	367799",1757546
2015-09-23,0,0,0,0,"	358587",1781960
2015-09-24,0,0,0,0,"	324744",1720754
2015-09-25,0,0,0,0,"	365185",1905630
2015-09-26,1,0,0,0,"	427326",2199243
2015-09-27,1,0,0,0,"	378589",2218529
2015-09-28,0,0,0,0,"	323269",1798472
2015-09-29,0,0.11,0,0,"	360468",1794142
2015-09-30,0,1.26,0,0,"	381347",1914623
2015-10-01,0,0.09,0,0,"	394036",2005183
2015-10-02,0,1.08,0,0,"	414284",2015806
2015-10-03,1,0.35,0,0,"	412684",2001749
2015-10-04,1,0,0,0,"	365200",2062574
2015-10-05,0,0,0,0,"	344805",1790445
2015-10-06,0,0,0,0,"	374274",1847657
2015-10-07,0,0,0,0,"	390955",1959863
2015-10-08,0,0,0,0,"	407576",2091355
2015-10-09,0,0.89,0,0,"	402643",2091146
2015-10-10,1,0,0,0,"	432663",2266724
2015-10-11,1,0,0,0,"	378259",2208401
2015-10-12,0,0,0,0,"	328402",1887621
2015-10-13,0,0.01,0,0,"	379466",1920538
2015-10-14,0,0,0,0,"	392798",1958468
2015-10-15,0,0,0,0,"	407491",2072039
2015-10-16,0,0,0,0,"	430410",2190546
2015-10-17,1,0,0,0,"	459232",2281931
2015-10-18,1,0,0,0,"	400210",2256559
2015-10-19,0,0,0,0,"	366857",1917236
2015-10-20,0,0,0,0,"	377802",1861394
2015-10-21,0,0,0,0,"	389753",1940172
2015-10-22,0,0,0,0,"	410687",2084584
2015-10-23,0,0,0,0,"	428672",2179845
2015-10-24,1,0,0,0,"	436240",2209030
2015-10-25,1,0.05,0,0,"	390328",2217553
2015-10-26,0,0,0,0,"	356910",1873756
2015-10-27,0,0,0,0,"	381749",1835820
2015-10-28,0,1.4,0,0,"	386933",1818690
2015-10-29,0,0.04,0,0,"	403664",2056930
2015-10-30,0,0,0,0,"	428780",2167814
2015-10-31,1,0,0,0,"	441575",2156531
2015-11-01,1,0,0,0,"	390098",2328174
2015-11-02,0,0,0,0,"	348554",1848932
2015-11-03,0,0,0,0,"	364995",1790689
2015-11-04,0,0,0,0,"	384086",1870793
2015-11-05,0,0.01,0,0,"	402173",2006837
2015-11-06,0,0,0,0,"	419282",2113342
2015-11-07,1,0,0,0,"	443925",2169520
2015-11-08,1,0,0,0,"	392404",2222831
2015-11-09,0,0,0,0,"	352712",1838221
2015-11-10,0,0.26,0,0,"	378046",1767186
2015-11-11,0,0.43,0,0,"	371996",1850880
2015-11-12,0,0.01,0,0,"	406645",1998430
2015-11-13,0,0,0,0,"	427712",2109396
2015-11-14,1,0,0,0,"	446983",2163269
2015-11-15,1,0,0,0,"	381205",2170276
2015-11-16,0,0,0,0,"	347607",1824914
2015-11-17,0,0,0,0,"	384479",1828015
2015-11-18,0,0,0,0,"	391316",1879737
2015-11-19,0,1.25,0,0,"	394589",1912746
2015-11-20,0,0,0,0,"	422414",2168972
2015-11-21,1,0,0,0,"	439301",2156415
2015-11-22,1,0.03,0,0,"	376582",2015542
2015-11-23,0,0,0,0,"	366010",1699504
2015-11-24,0,0,0,0,"	377939",1775568
2015-11-25,0,0,0,0,"	358712",1766388
2015-11-26,0,0,0,0,"	242386",1376794
2015-11-27,0,0,0,0,"	275074",1359611
2015-11-28,1,0.02,0,0,"	344519",1838773
2015-11-29,1,0,0,0,"	333738",1967803
2015-11-30,0,0,0,0,"	346993",1851920
2015-12-01,0,0.33,0,0,"	374383",1802456
2015-12-02,0,0.14,0,0,"	379753",1848970
2015-12-03,0,0,0,0,"	413996",2073638
2015-12-04,0,0,0,0,"	430999",2156438
2015-12-05,1,0,0,0,"	451086",2184385
2015-12-06,1,0,0,0,"	398870",2203245
2015-12-07,0,0,0,0,"	371711",1898423
2015-12-08,0,0,0,0,"	382219",1850034
2015-12-09,0,0,0,0,"	391436",1923523
2015-12-10,0,0,0,0,"	406171",2055795
2015-12-11,0,0,0,0,"	427820",2164379
2015-12-12,1,0,0,0,"	439259",2140689
2015-12-13,1,0,0,0,"	377069",2110687
2015-12-14,0,0.33,0,0,"	370293",1808644
2015-12-15,0,0.09,0,0,"	396946",1918062
2015-12-16,0,0.04,0,0,"	417639",2005975
2015-12-17,0,1.21,0,0,"	418502",2063788
2015-12-18,0,0,0,0,"	458693",2277058
2015-12-19,1,0,0,0,"	460979",2272703
2015-12-20,1,0,0,0,"	385151",2030452
2015-12-21,0,0,0,0,"	347274",1682777
2015-12-22,0,0.19,0,0,"	355196",1708900
2015-12-23,0,1.55,0,0,"	339350",1685923
2015-12-24,0,0.01,0,0,"	297159",1503629
2015-12-25,0,0.01,0,0,"	188249",1146303
2015-12-26,1,0,0,0,"	238644",1348027
2015-12-27,1,0.12,0,0,"	268834",1653559
2015-12-28,0,0.03,0,0,"	301393",1637986
2015-12-29,0,0.45,0,0,"	311720",1634488
2015-12-30,0,0.19,0,0,"	319645",1726810
2015-12-31,0,0.03,0,0,"	339935",1747019
2016-01-01,0,0,0,0,"	345036",2061058
2016-01-02,1,0,0,0,"	312829",1734360
2016-01-03,1,0,0,0,"	302875",1816141
2016-01-04,0,0,0,0,"	316166",1603797
2016-01-05,0,0,0,0,"	343246",1614665
2016-01-06,0,0,0,0,"	348511",1631075
2016-01-07,0,0,0,0,"	364892",1698001
2016-01-08,0,0,0,0,"	392067",1810703
2016-01-09,1,0,0,0,"	405823",1897689
2016-01-10,1,1.8,0,0,"	351784",1861156
2016-01-11,0,0,0,0,"	342650",1633483
2016-01-12,0,0,0,0,"	367388",1660769
2016-01-13,0,0,0,0,"	395088",1751451
2016-01-14,0,0,0,0,"	396469",1868548
2016-01-15,0,0,0,0,"	401285",1975815
2016-01-16,1,0.24,0,0,"	411897",2019277
2016-01-17,1,0.05,0,0.4,"	379154",1940974
2016-01-18,0,0,0,0,"	341479",1734259
2016-01-19,0,0,0,0,"	385186",1788263
2016-01-20,0,0,0,0,"	382103",1793848
2016-01-21,0,0,0,0,"	399649",1858718
2016-01-22,0,0.01,0,0.2,"	420162",1916407
2016-01-23,1,2.31,5.9,27.3,"	78132",369481
2016-01-24,1,0,22,0,"	159763",822912
2016-01-25,0,0,18.9,0,"	282086",1550694
2016-01-26,0,0,16.9,0,"	327649",1650945
2016-01-27,0,0,9.1,0,"	359177",1686345
2016-01-28,0,0,5.9,0,"	383322",1831620
2016-01-29,0,0,5.9,0,"	414037",1926206
2016-01-30,1,0,5.9,0,"	435366",2020615
2016-01-31,1,0,3.9,0,"	361502",1935800
2016-02-01,0,0.01,2,0,"	341322",1660654
2016-02-02,0,0,0,0,"	363160",1643665
2016-02-03,0,0.73,0,0,"	372017",1652534
2016-02-04,0,0,0,0,"	394696",1832236
2016-02-05,0,0.53,1.2,2.5,"	409449",1864996
2016-02-06,1,0,0,0,"	428480",1981850
2016-02-07,1,0,0,0,"	373198",1966147
2016-02-08,0,0.05,0,0.1,"	343063",1756610
2016-02-09,0,0,0,0,"	367989",1638533
2016-02-10,0,0.01,0,0,"	393398",1791864
2016-02-11,0,0,0,0,"	431203",1974417
2016-02-12,0,0,0,0,"	434342",2103632
2016-02-13,1,0,0,0,"	448606",2033747
2016-02-14,1,0,0,0,"	402446",1925685
2016-02-15,0,0.44,0,1.4,"	350396",1774075
2016-02-16,0,1.01,0,0,"	363831",1825101
2016-02-17,0,0,0,0,"	386979",1841188
2016-02-18,0,0,0,0,"	410637",1929277
2016-02-19,0,0,0,0,"	420793",2001042
2016-02-20,1,0,0,0,"	424781",2073608
2016-02-21,1,0.03,0,0,"	372125",2041638
2016-02-22,0,0,0,0,"	346751",1719165
2016-02-23,0,0.3,0,0,"	395785",1766553
2016-02-24,0,1.22,0,0,"	400052",1770427
2016-02-25,0,0.02,0,0,"	413638",2025461
2016-02-26,0,0,0,0,"	437796",2028829
2016-02-27,1,0,0,0,"	440935",2074846
2016-02-28,1,0,0,0,"	366249",2033854
2016-02-29,0,0.05,0,0,"	347831",1730919
2016-03-01,0,0,0,0,"	372864",1728474
2016-03-02,0,0.14,0,0,"	407187",1844955
2016-03-03,0,0,0,0,"	428123",1993468
2016-03-04,0,0.11,0,0.4,"	434164",2027426
2016-03-05,1,0,0,0,"	451258",2136689
2016-03-06,1,0,0,0,"	385101",2096076
2016-03-07,0,0,0,0,"	348696",1735484
2016-03-08,0,0,0,0,"	372922",1748628
2016-03-09,0,0,0,0,"	384567",1856895
2016-03-10,0,0,0,0,"	406608",2015868
2016-03-11,0,0.06,0,0,"	425285",2087188
2016-03-12,1,0,0,0,"	442082",2196875
2016-03-13,1,0,0,0,"	366813",2070207
2016-03-14,0,0.29,0,0,"	383940",1827322
2016-03-15,0,0,0,0,"	383314",1833967
2016-03-16,0,0.02,0,0,"	398146",1943480
2016-03-17,0,0,0,0,"	399701",2033679
2016-03-18,0,0,0,0,"	436713",2176779
2016-03-19,1,0,0,0,"	442180",2182019
2016-03-20,1,0.07,0,0,"	389638",2151391
2016-03-21,0,0.06,0,0.5,"	344318",1764590
2016-03-22,0,0,0,0,"	366750",1803186
2016-03-23,0,0,0,0,"	381733",1880309
2016-03-24,0,0,0,0,"	407031",2039426
2016-03-25,0,0.04,0,0,"	399748",2072479
2016-03-26,1,0,0,0,"	403892",2010257
2016-03-27,1,0,0,0,"	345575",1993947
2016-03-28,0,0.38,0,0,"	344633",1781630
2016-03-29,0,0,0,0,"	378353",1848998
2016-03-30,0,0,0,0,"	385466",1870572
2016-03-31,0,0,0,0,"	394052",1963805
2016-04-01,0,0.02,0,0,"	411730",2042849
2016-04-02,1,0.16,0,0,"	444862",2156032
2016-04-03,1,0.09,0,0,"	392294",2104852
2016-04-04,0,0.47,0,0,"	374944",1815440
2016-04-05,0,0,0,0,"	399818",1885488
2016-04-06,0,0,0,0,"	400948",1881120
2016-04-07,0,0.09,0,0,"	409675",1971279
2016-04-08,0,0.01,0,0,"	440400",2122060
2016-04-09,1,0.11,0,0,"	456978",2163581
2016-04-10,1,0,0,0,"	391676",2165233
2016-04-11,0,0.01,0,0,"	355529",1789893
2016-04-12,0,0.2,0,0,"	390276",1798703
2016-04-13,0,0,0,0,"	394748",1873309
2016-04-14,0,0,0,0,"	414167",2048944
2016-04-15,0,0,0,0,"	433302",2124377
2016-04-16,1,0,0,0,"	452924",2249425
2016-04-17,1,0,0,0,"	394753",2247240
2016-04-18,0,0,0,0,"	355559",1858356
2016-04-19,0,0,0,0,"	377800",1805832
2016-04-20,0,0,0,0,"	395607",1900378
2016-04-21,0,0,0,0,"	390407",1940389
2016-04-22,0,0,0,0,"	388315",1967685
2016-04-23,1,0.16,0,0,"	391824",1944132
2016-04-24,1,0,0,0,"	357472",2024834
2016-04-25,0,0,0,0,"	333121",1737219
2016-04-26,0,0.24,0,0,"	371410",1748508
2016-04-27,0,0,0,0,"	374949",1802000
2016-04-28,0,0,0,0,"	401675",1992583
2016-04-29,0,0.05,0,0,"	416557",2049936
2016-04-30,1,0,0,0,"	420533",2132487
2016-05-01,1,0.16,0,0,"	382099",2123268
2016-05-02,0,0.04,0,0,"	357573",1857497
2016-05-03,0,0.61,0,0,"	400482",1896408
2016-05-04,0,0.01,0,0,"	407302",1940666
2016-05-05,0,0,0,0,"	424364",2104258
2016-05-06,0,0.54,0,0,"	437043",2149022
2016-05-07,1,0,0,0,"	433298",2118057
2016-05-08,1,0.16,0,0,"	373216",2100446
2016-05-09,0,0,0,0,"	349283",1837399
2016-05-10,0,0,0,0,"	376310",1800922
2016-05-11,0,0,0,0,"	383498",1865486
2016-05-12,0,0,0,0,"	400082",2033025
2016-05-13,0,0.25,0,0,"	397060",2016878
2016-05-14,1,0,0,0,"	435306",2238206
2016-05-15,1,0,0,0,"	408278",2316417
2016-05-16,0,0,0,0,"	378826",1982871
2016-05-17,0,0,0,0,"	397624",2054760
2016-05-18,0,0,0,0,"	381381",1963035
2016-05-19,0,0,0,0,"	406030",2106558
2016-05-20,0,0,0,0,"	414707",2137410
2016-05-21,1,0.04,0,0,"	435893",2240502
2016-05-22,1,0.09,0,0,"	369326",2138481
2016-05-23,0,0.02,0,0,"	346988",1801287
2016-05-24,0,0.18,0,0,"	371413",1771609
2016-05-25,0,0,0,0,"	385836",1886918
2016-05-26,0,0,0,0,"	388603",1963313
2016-05-27,0,0,0,0,"	364948",1861506
2016-05-28,1,0,0,0,"	329784",1736772
2016-05-29,1,0,0,0,"	298190",1688363
2016-05-30,0,1.65,0,0,"	261187",1646107
2016-05-31,0,0,0,0,"	340821",1759709
2016-06-01,0,0,0,0,"	368771",1807540
2016-06-02,0,0,0,0,"	392919",1930378
2016-06-03,0,0.04,0,0,"	401806",1976378
2016-06-04,1,0.4,0,0,"	420582",2120056
2016-06-05,1,0.91,0,0,"	353144",1978644
2016-06-06,0,0,0,0,"	356541",1923039
2016-06-07,0,0,0,0,"	376427",1823051
2016-06-08,0,0.45,0,0,"	381577",1847573
2016-06-09,0,0,0,0,"	393680",1997767
2016-06-10,0,0,0,0,"	401454",2031533
2016-06-11,1,0,0,0,"	388005",1953789
2016-06-12,1,0,0,0,"	329141",1932953
2016-06-13,0,0,0,0,"	341086",1793897
2016-06-14,0,0,0,0,"	363430",1790799
2016-06-15,0,0,0,0,"	383076",1873677
2016-06-16,0,0.22,0,0,"	398724",1950404
2016-06-17,0,0,0,0,"	388356",1974228
2016-06-18,1,0,0,0,"	370618",1907004
2016-06-19,1,0,0,0,"	330195",1923183
2016-06-20,0,0,0,0,"	335987",1750680
2016-06-21,0,0,0,0,"	364462",1750559
2016-06-22,0,0,0,0,"	373445",1830395
2016-06-23,0,0,0,0,"	390057",1919482
2016-06-24,0,0,0,0,"	388393",1998057
2016-06-25,1,0,0,0,"	388862",2035809
2016-06-26,1,0,0,0,"	331799",1997932
2016-06-27,0,0.45,0,0,"	358756",1875052
2016-06-28,0,0.12,0,0,"	348738",1675608
2016-06-29,0,0.01,0,0,"	357125",1773310
2016-06-30,0,0,0,0,"	358249",1811120
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
